carat,depth,table,x,y,z,price,cut,color,clarity
1.01,58.8,64,6.58,6.51,3.85,4989,Good,F,SI1
1.5,66,64,7.1,6.97,4.64,5000,Fair,H,SI2
1,60.4,64,6.3,6.39,3.83,5005,Good,D,SI1
1.21,61,64,6.89,6.79,4.17,5096,Good,J,VS2
1,60.4,64,6.39,6.3,3.83,5096,Good,D,SI1
1,62.1,64,6.38,6.35,3.95,5174,Good,D,VS2
1.11,60.1,64,6.73,6.62,4.02,5221,Good,I,VVS2
1.01,58.5,64,6.4,6.45,3.76,5271,Good,D,SI1
1.28,58.2,64,7.09,7.03,4.11,5319,Good,I,VS2
1,58.5,64,6.53,6.49,3.81,5331,Good,D,SI1
1.21,63.8,64,6.72,6.63,4.26,5407,Good,H,SI1
1.01,63.2,64,6.34,6.28,3.99,5538,Good,G,VS2
1,61.3,64,6.39,6.33,3.9,5544,Good,H,VS1
0.32,56.7,64,4.52,4.55,2.57,603,Good,G,VS2
1.01,62.9,64,6.38,6.28,3.98,5606,Good,F,VS1
1.23,60.5,64,6.94,6.88,4.18,5689,Good,D,SI2
2.01,55.9,64,8.48,8.39,4.71,5696,Fair,I,I1
1.14,60.9,64,6.78,6.68,4.09,5899,Good,E,SI1
1.01,59.7,64,6.45,6.48,3.86,5911,Very Good,H,VS2
1.51,57,64,7.48,7.53,4.28,5979,Good,D,I1
1.01,60.1,64,6.36,6.32,3.81,5986,Good,D,VS2
1.51,57,64,7.53,7.48,4.28,6088,Good,D,I1
1.51,58.1,64,7.53,7.57,4.39,6104,Good,J,SI2
1.04,58.9,64,6.6,6.64,3.9,6151,Good,G,VS1
1.33,59,64,7.22,7.12,4.23,6152,Good,D,SI2
1.51,58.1,64,7.57,7.53,4.39,6215,Good,J,SI2
1,57.3,64,6.59,6.46,3.79,6285,Fair,E,VS2
1.36,58,64,7.26,7.19,4.19,6397,Good,E,SI2
1.2,59.9,64,6.84,6.79,4.08,6653,Good,E,SI1
1.5,59.1,64,7.32,7.43,4.36,6687,Good,J,SI1
1.5,60.8,64,7.27,7.2,4.4,6846,Good,H,SI2
1.51,62.4,64,7.31,7.23,4.54,7162,Good,J,SI1
1.51,59.9,64,7.53,7.39,4.47,7340,Good,H,SI2
1.5,61.1,64,7.26,7.35,4.46,7722,Good,D,SI2
1.5,61.1,64,7.35,7.26,4.46,7862,Good,D,SI2
1.17,60,64,6.82,6.77,4.08,7972,Good,G,VS1
1.5,56.6,64,7.51,7.43,4.23,7980,Good,D,SI1
1.56,62.3,64,7.41,7.36,4.6,8107,Good,J,VS2
1.9,67.1,64,7.57,7.52,5.06,8576,Fair,H,SI2
1.74,60.1,64,7.82,7.71,4.67,8731,Good,I,SI2
1.5,62.6,64,7.25,7.19,4.52,8820,Good,F,SI2
1.52,56.3,64,7.68,7.62,4.31,8938,Fair,F,SI2
1.51,65,64,7.1,7.03,4.59,9452,Fair,H,VS2
1,60.7,64,6.42,6.4,3.89,9660,Good,F,IF
1.52,64.6,64,7.18,7.16,4.63,9704,Fair,D,SI1
3,57,64,9.38,9.31,5.33,10863,Good,I,I1
2,58.1,64,8.3,8.27,4.81,11041,Good,G,SI2
2.01,59,64,8.25,8.19,4.85,11115,Good,I,VS2
1.7,58.2,64,7.89,7.85,4.58,11180,Good,G,SI1
1.5,58.8,64,7.43,7.4,4.36,11508,Good,G,VS2
2.09,57.2,64,8.51,8.46,4.85,11576,Good,J,VS2
2.1,62.9,64,8.15,8.1,5.11,11818,Good,I,SI2
2.04,57.7,64,8.39,8.31,4.82,11820,Good,I,SI1
2.36,58.9,64,8.75,8.68,5.14,12286,Good,J,SI2
1.5,58.6,64,7.52,7.46,4.39,13160,Good,F,VS2
3,59.3,64,9.32,9.19,5.5,14918,Good,J,SI2
2.06,59,64,8.39,8.13,4.89,14920,Good,I,SI1
2.06,60.2,64,8.34,8.14,4.97,15046,Good,I,VS2
2.01,58.1,64,8.23,8.19,4.77,16231,Good,F,SI2
2.01,60,64,8.09,8.17,4.88,16582,Good,E,SI2
2.18,60.4,64,8.38,8.47,5.09,16690,Good,H,SI2
2.01,60,64,8.17,8.09,4.88,16733,Good,E,SI2
2.18,60.4,64,8.47,8.38,5.09,16842,Good,H,SI2
2,63,64,7.67,7.76,4.86,17869,Good,F,SI1
2.01,70.6,64,7.43,6.64,4.69,18574,Fair,G,SI1
3.01,57.6,64,9.44,9.38,5.42,18593,Good,H,SI2
0.3,58.5,64,4.42,4.37,2.57,648,Good,G,VS2
0.25,55.2,64,4.21,4.23,2.33,361,Fair,E,VS1
0.33,60.2,64,4.47,4.5,2.7,724,Good,F,VVS1
0.3,56.3,64,4.44,4.39,2.5,729,Fair,F,VS2
0.4,59.4,64,4.75,4.82,2.84,730,Good,H,VS2
0.34,57.8,64,4.6,4.61,2.66,754,Good,E,VS2
0.32,60.3,64,4.42,4.44,2.67,756,Good,E,VS1
0.32,59.5,64,4.42,4.45,2.64,756,Good,E,VS1
0.4,57.1,64,4.88,4.9,2.79,798,Fair,G,VS1
0.3,59.8,64,4.34,4.29,2.58,814,Good,E,VVS2
0.24,60.8,64,3.96,4,2.42,373,Good,F,VS1
0.38,62.4,64,4.59,4.61,2.87,904,Good,E,VVS1
0.41,63.1,64,4.63,4.66,2.93,910,Good,E,VS2
0.4,59.4,64,4.82,4.75,2.84,945,Good,H,VS2
0.5,58.5,64,5.2,5.12,3.02,958,Good,D,SI2
0.28,56,64,4.38,4.41,2.46,480,Good,H,VVS1
0.4,61.4,64,4.65,4.7,2.87,974,Good,G,VVS2
0.38,62.4,64,4.61,4.59,2.87,975,Good,E,VVS1
0.41,63.1,64,4.66,4.63,2.93,981,Good,E,VS2
0.47,60.2,64,5.1,5.04,3.05,987,Good,E,SI1
0.48,59.3,64,5.13,5.1,3.03,994,Good,F,SI1
0.44,59,64,5.01,4.94,2.93,1001,Good,E,VS2
0.25,54.4,64,4.3,4.23,2.32,1013,Fair,F,SI2
0.5,58.5,64,5.2,5.12,3.02,1015,Good,D,SI2
0.3,59.8,64,4.34,4.29,2.58,1026,Good,E,VVS2
0.5,60.4,64,5.12,5.08,3.08,1047,Good,I,VS2
0.4,61.4,64,4.7,4.65,2.87,1050,Good,G,VVS2
0.47,56.3,64,5.19,5.14,2.91,1075,Fair,E,VS2
0.24,60.8,64,3.97,3.99,2.42,492,Good,E,VVS1
0.51,63.1,64,5.08,5.03,3.19,1107,Good,G,SI1
0.5,62.3,64,5.1,5.02,3.15,1121,Good,G,SI2
0.63,59.9,64,5.63,5.58,3.36,1134,Good,J,SI1
0.5,60.2,64,5.11,5.04,3.05,1138,Good,G,SI1
0.64,57.3,64,5.75,5.69,3.28,1140,Good,F,I1
0.42,61.2,64,4.75,4.8,2.92,1164,Good,F,VVS1
0.45,56.8,64,5.08,4.99,2.86,1180,Good,H,VVS1
0.5,62.5,64,4.93,4.99,3.1,1197,Good,G,SI1
0.51,55.5,64,5.44,5.4,3.01,1234,Fair,H,VS1
0.44,60.6,64,4.97,4.89,2.99,1238,Good,D,VS2
0.45,56.8,64,5.08,4.99,2.86,1240,Good,H,VVS1
0.53,62.6,64,5.13,5.22,3.24,1282,Good,E,SI1
0.53,57.6,64,5.41,5.36,3.1,1282,Good,H,VS1
0.5,62.5,64,4.99,4.93,3.1,1286,Good,G,SI1
0.53,56.2,64,5.43,5.41,3.05,1286,Fair,E,SI1
0.58,59.3,64,5.48,5.42,3.23,1287,Good,E,SI1
0.4,59.2,64,4.8,4.83,2.85,1287,Good,F,VVS1
0.58,59.3,64,5.48,5.42,3.23,1336,Good,E,SI1
0.5,63.3,64,4.98,5,3.16,1348,Good,E,VS2
0.52,58.7,64,5.24,5.26,3.08,1350,Good,F,SI2
0.5,61.1,64,5.05,5.07,3.09,1374,Good,D,SI1
0.55,59.7,64,5.26,5.32,3.16,1401,Very Good,D,SI2
0.5,60.9,64,5.12,5.1,3.11,1409,Good,F,VS2
0.5,58.8,64,5.21,5.16,3.05,1433,Good,F,VS2
0.3,58.5,64,4.42,4.37,2.57,515,Good,G,VS2
0.72,60.1,64,5.75,5.83,3.48,1547,Good,J,SI1
0.71,63.5,64,5.65,5.6,3.57,1644,Good,J,VS2
0.64,57.9,64,5.76,5.65,3.3,1646,Good,F,SI1
0.71,60,64,5.71,5.79,3.45,1651,Good,I,SI1
0.72,60.1,64,5.83,5.75,3.48,1663,Good,J,SI1
0.64,59.5,64,5.65,5.39,3.31,1733,Fair,E,SI1
0.84,60.8,64,6.05,6.03,3.67,1749,Good,F,I1
0.71,60,64,5.79,5.71,3.45,1774,Good,I,SI1
0.5,65.9,64,4.92,5.03,3.28,1792,Fair,D,VVS1
0.7,61.2,64,5.68,5.73,3.49,1824,Good,J,SI2
0.57,62.2,64,5.29,5.23,3.27,1847,Good,D,SI1
0.65,58.3,64,5.7,5.62,3.3,1881,Fair,F,VS2
0.71,58.2,64,5.82,5.77,3.37,1902,Good,G,SI2
0.51,63.4,64,5.03,5.07,3.2,1906,Good,E,VVS2
0.5,56.1,64,5.31,5.28,2.97,1950,Fair,E,VS1
0.7,60.2,64,5.67,5.7,3.42,1964,Very Good,E,SI2
0.61,58.7,64,5.53,5.5,3.24,1976,Good,H,VVS2
0.74,59.2,64,5.79,5.66,3.4,1989,Good,H,VS2
0.7,57.1,64,5.81,5.86,3.33,1990,Fair,F,SI2
0.69,58.7,64,5.73,5.79,3.38,2057,Good,E,VS2
0.7,63.1,64,5.58,5.61,3.53,2058,Good,F,SI1
0.74,59.9,64,5.82,5.86,3.5,2058,Good,J,SI1
0.52,57.2,64,5.27,5.36,3.04,2079,Fair,E,VVS2
0.7,59.8,64,5.75,5.69,3.42,2079,Good,E,SI1
0.62,60,64,5.69,5.48,3.36,2083,Fair,F,VS1
0.71,60.9,64,5.72,5.67,3.47,2087,Good,I,SI1
0.52,58.9,64,5.23,5.3,3.1,2092,Very Good,E,VS1
0.7,61,64,5.63,5.69,3.45,2116,Good,E,SI2
0.72,68.4,64,5.38,5.32,3.66,2125,Fair,E,SI2
0.85,59.2,64,6.13,6.17,3.64,2163,Good,J,SI1
0.73,59.2,64,5.92,5.83,3.48,2164,Fair,F,SI2
0.7,63.1,64,5.61,5.58,3.53,2167,Good,F,SI1
0.7,60.2,64,5.72,5.65,3.42,2176,Good,H,SI1
0.58,58.6,64,5.4,5.46,3.18,2185,Good,E,VS1
0.69,60.8,64,5.77,5.66,3.47,2202,Good,G,VS1
1.03,58.2,64,6.64,6.69,3.88,2220,Good,J,I1
0.77,58.6,64,6.01,5.93,3.5,2262,Good,H,SI2
0.85,59.2,64,6.17,6.13,3.64,2278,Good,J,SI1
0.25,60.6,64,4.05,4.07,2.46,401,Good,H,VVS1
0.62,58.9,64,5.62,5.55,3.29,2288,Good,D,VS2
0.7,59.3,64,5.8,5.76,3.43,2312,Good,D,SI2
0.71,61.5,64,5.76,5.65,3.51,2327,Good,I,VS1
0.96,58.6,64,6.34,6.26,3.69,2333,Good,I,I1
0.7,59.7,64,5.71,5.74,3.42,2337,Good,F,SI1
0.7,64.9,64,5.57,5.5,3.59,2352,Fair,D,SI1
0.74,62.1,64,5.76,5.71,3.56,2366,Good,E,SI1
0.7,58.3,64,5.77,5.69,3.34,2370,Good,E,SI1
0.78,63.9,64,5.82,5.7,3.68,2386,Good,G,SI1
0.7,58.8,64,5.74,5.79,3.39,2468,Good,D,SI1
0.81,59.2,64,6.11,6.15,3.63,2474,Good,G,SI2
0.7,61.4,64,5.73,5.61,3.48,2475,Good,H,VVS2
0.88,60.2,64,6.18,6.22,3.73,2558,Good,I,SI1
0.7,59.2,64,5.8,5.75,3.42,2559,Good,E,VS2
0.7,58.7,64,5.77,5.78,3.39,2573,Good,F,SI1
0.88,60.2,64,6.22,6.18,3.73,2581,Good,I,SI1
0.72,64.1,64,5.66,5.6,3.61,2589,Good,F,VS2
0.7,60.6,64,5.77,5.62,3.45,2697,Fair,E,VS2
0.84,55.6,64,6.42,6.32,3.54,2724,Fair,G,VS1
0.72,55.4,64,6.06,5.97,3.34,2724,Fair,F,VS2
1.01,59,63.5,6.5,6.57,3.86,5056,Good,I,VS1
0.71,59.1,63.4,5.76,5.81,3.42,2239,Good,I,VS1
0.5,61.2,63.3,5.06,5.08,3.1,1690,Good,G,VVS2
0.26,58.4,63,4.19,4.24,2.46,403,Good,D,VS1
0.7,61.7,63,5.64,5.61,3.47,2762,Very Good,F,VS2
0.7,59.9,63,5.76,5.7,3.43,2777,Very Good,E,SI1
0.72,60.6,63,5.83,5.76,3.51,2782,Very Good,H,VS1
0.96,53.1,63,6.73,6.65,3.55,2815,Fair,E,SI2
0.7,59.7,63,5.76,5.79,3.45,2819,Good,F,VS1
0.9,64.3,63,6.05,6.01,3.88,2832,Good,J,SI1
0.87,61,63,6.22,6.07,3.75,2851,Very Good,F,SI2
1.02,53,63,6.84,6.77,3.66,2856,Fair,I,SI1
0.7,60.1,63,5.68,5.71,3.42,2857,Good,E,VVS2
0.7,58.7,63,5.73,5.69,3.35,2862,Very Good,E,VS2
0.8,56.3,63,6.22,6.14,3.48,2885,Fair,E,SI1
0.77,58.3,63,6,6.05,3.51,2896,Very Good,G,VS2
0.7,58.7,63,5.69,5.73,3.35,2912,Good,E,VS2
0.8,58.2,63,6.07,6.03,3.52,2925,Very Good,D,SI1
0.9,58.7,63,6.23,6.2,3.65,2930,Very Good,E,SI2
0.91,58.6,63,6.38,6.32,3.72,2963,Very Good,E,SI2
0.9,58.7,63,6.2,6.23,3.65,2982,Good,E,SI2
0.71,60.8,63,5.76,5.68,3.48,2982,Very Good,G,VS1
0.91,58.6,63,6.32,6.38,3.72,3015,Very Good,E,SI2
1.12,61.2,63,6.68,6.59,4.05,3017,Very Good,G,I1
0.72,60.1,63,5.86,5.82,3.51,3024,Very Good,G,VS1
0.62,58.1,63,5.59,5.66,3.27,3050,Very Good,D,VVS2
0.9,65.7,63,6.01,5.96,3.93,3062,Fair,F,SI2
0.92,59,63,6.3,6.35,3.73,3070,Good,J,SI2
0.9,59.5,63,6.31,6.26,3.74,3105,Very Good,H,SI2
0.9,61.1,63,6.19,6.12,3.76,3105,Very Good,H,SI2
0.7,60.4,63,5.73,5.76,3.47,3107,Good,D,VS1
1.01,62,63,6.34,6.25,3.9,3137,Very Good,G,SI1
1.02,60.6,63,6.46,6.52,3.93,3141,Very Good,E,I1
0.8,59.5,63,6.11,6.05,3.61,3158,Very Good,G,VS1
0.9,59.5,63,6.26,6.31,3.74,3160,Very Good,H,SI2
0.9,61.1,63,6.12,6.19,3.76,3160,Very Good,H,SI2
0.73,58.2,63,5.87,6.01,3.46,3166,Good,F,VVS2
1.01,68.5,63,6.08,6,4.14,3173,Fair,G,SI2
0.7,60.4,63,5.68,5.74,3.45,3193,Good,D,VS1
1.02,60.6,63,6.52,6.46,3.93,3199,Very Good,E,I1
1,62.4,63,6.35,6.44,3.99,3217,Very Good,I,SI2
0.9,62,63,6.09,6.14,3.79,3218,Good,E,SI2
1.18,59.9,63,6.8,6.85,4.09,3219,Very Good,E,I1
0.7,58.7,63,5.82,5.79,3.41,3234,Very Good,F,VVS2
0.9,64.1,63,6.02,5.99,3.85,3246,Good,G,SI2
0.7,61.6,63,5.65,5.69,3.49,3275,Very Good,F,VVS2
1,60.8,63,6.41,6.34,3.88,3276,Very Good,I,SI2
1,62.4,63,6.44,6.35,3.99,3276,Very Good,I,SI2
0.92,57.8,63,6.4,6.36,3.69,3277,Good,D,SI2
1.18,59.9,63,6.85,6.8,4.09,3278,Very Good,E,I1
1,62.8,63,6.26,6.19,3.19,3293,Very Good,J,SI2
1.07,61.8,63,6.57,6.47,4.03,3296,Very Good,H,SI2
0.92,57.8,63,6.36,6.4,3.69,3335,Good,D,SI2
0.9,62,63,6.13,6.03,3.77,3338,Very Good,I,VS2
1,58.3,63,6.53,6.5,3.8,3360,Very Good,I,SI2
1,59.3,63,6.52,6.47,3.85,3360,Very Good,I,SI1
0.3,61.8,63,4.29,4.26,2.64,567,Very Good,I,VS1
0.9,62.3,63,6.13,6.06,3.8,3387,Very Good,H,SI1
0.91,58.4,63,6.29,6.24,3.66,3408,Very Good,H,SI2
0.8,60.6,63,5.94,5.9,3.59,3419,Very Good,D,VS2
0.96,60.2,63,6.36,6.3,3.81,3419,Very Good,D,SI2
0.9,57.9,63,6.32,6.35,3.67,3423,Good,J,VS2
1,58.2,63,6.53,6.49,3.79,3427,Very Good,G,SI2
0.91,63.1,63,6.16,6.11,3.87,3445,Very Good,G,SI1
0.9,62.3,63,6.06,6.13,3.8,3447,Very Good,H,SI1
0.9,60.3,63,6.22,6.12,3.72,3473,Very Good,D,SI2
0.9,60.3,63,6.33,6.25,3.79,3478,Very Good,G,SI2
0.96,60.2,63,6.3,6.36,3.81,3480,Very Good,D,SI2
0.9,63.1,63,6.04,6.1,3.83,3484,Good,H,SI1
0.91,63.1,63,6.11,6.16,3.87,3506,Good,G,SI1
1.01,60.8,63,6.36,6.4,3.88,3512,Good,G,SI2
0.96,56.6,63,6.52,6.39,3.67,3522,Good,G,SI1
0.95,58.7,63,6.43,6.37,3.76,3527,Very Good,E,SI2
0.9,60.3,63,6.12,6.22,3.72,3534,Very Good,D,SI2
0.92,60.6,63,6.34,6.25,3.81,3534,Very Good,F,SI2
1.01,60.8,63,6.4,6.36,3.88,3577,Very Good,G,SI2
0.95,58.7,63,6.37,6.43,3.76,3590,Very Good,E,SI2
0.9,63.7,63,6.05,6.1,3.87,3595,Good,E,SI2
1.01,59.1,63,6.54,6.59,3.88,3605,Very Good,D,SI2
0.9,60.3,63,6.28,6.21,3.77,3630,Very Good,F,SI2
1.01,59.1,63,6.59,6.54,3.88,3671,Very Good,D,SI2
0.9,63.6,63,6.07,6.03,3.85,3689,Good,D,SI1
1,63.1,63,6.33,6.23,3.96,3713,Very Good,G,SI2
1.02,63.4,63,6.36,6.32,4.02,3713,Very Good,H,SI2
1.01,57.1,63,6.6,6.56,3.76,3717,Good,I,VS2
0.92,60.9,63,6.27,6.34,3.84,3723,Good,I,VS1
0.9,62.1,63,6.09,6.12,3.79,3724,Good,E,SI2
1.21,63.3,63,6.67,6.72,4.24,3726,Good,E,I1
0.9,63.9,63,6.04,6.07,3.87,3741,Good,I,VVS1
0.9,63.6,63,6.03,6.07,3.85,3755,Good,D,SI1
0.91,62.7,63,6.05,6,3.78,3776,Very Good,G,VS2
1.01,61.4,63,6.33,6.38,3.9,3792,Very Good,I,SI2
1.12,60.9,63,6.59,6.65,4.03,3794,Very Good,E,SI2
1.21,63.3,63,6.72,6.67,4.24,3795,Very Good,E,I1
0.9,61.6,63,6.14,6.1,3.77,3810,Very Good,H,VS2
0.9,62.4,63,6.13,6.04,3.8,3812,Very Good,D,SI1
0.3,59.5,63,4.32,4.29,2.56,574,Very Good,G,SI1
1,59.7,63,6.43,6.5,3.86,3860,Good,G,SI2
1.12,60.9,63,6.65,6.59,4.03,3864,Very Good,E,SI2
1.02,58.7,63,6.49,6.46,3.8,3875,Very Good,F,SI2
0.9,61.6,63,6.1,6.14,3.77,3878,Very Good,H,VS2
0.9,62.4,63,6.04,6.13,3.8,3880,Good,D,SI1
0.91,62.7,63,6.1,6.03,3.8,3881,Very Good,H,VS1
1,56.9,63,6.54,6.49,3.71,3889,Fair,E,SI2
0.7,61.5,63,5.78,5.64,3.51,3920,Very Good,D,VVS1
0.9,60.2,63,6.16,6.2,3.72,3921,Good,G,SI1
1.01,60.8,63,6.32,6.38,3.86,3945,Very Good,F,SI2
0.72,59.2,63,5.77,5.86,3.44,3952,Very Good,F,VVS2
1,60.8,63,6.41,6.36,3.88,3965,Very Good,D,SI2
1.13,59.1,63,6.85,6.82,4.04,3987,Very Good,I,SI2
0.9,62,63,6.06,6.13,3.78,3990,Good,G,VS2
0.9,59.6,63,6.24,6.17,3.7,3992,Very Good,F,SI1
0.9,61.1,63,6.21,6.17,3.78,3997,Very Good,D,SI1
0.9,62.4,63,6.18,6.15,3.85,3997,Very Good,D,SI1
0.9,62.5,63,6.14,6.11,3.83,3997,Very Good,D,SI1
1,59.5,63,6.41,6.47,3.83,4004,Very Good,E,SI2
1.01,60.8,63,6.38,6.32,3.86,4017,Very Good,F,SI2
1,60.4,63,6.44,6.37,3.87,4032,Very Good,I,SI1
0.9,61.1,63,6.2,6.17,3.78,4062,Very Good,E,VS2
0.91,62.7,63,6.1,6.03,3.8,4066,Very Good,H,VS1
0.9,62.4,63,6.15,6.18,3.85,4068,Very Good,D,SI1
0.9,62.5,63,6.11,6.14,3.83,4068,Very Good,D,SI1
0.9,61.1,63,6.17,6.21,3.78,4068,Very Good,D,SI1
1,59.5,63,6.47,6.41,3.83,4077,Very Good,E,SI2
1.03,57.7,63,6.68,6.64,3.84,4095,Good,F,SI2
1.03,61.7,63,6.46,6.51,4,4101,Good,F,SI2
1.11,61.7,63,6.54,6.65,4.07,4102,Very Good,E,SI2
0.92,62.3,63,6.18,6.3,3.88,4116,Good,H,VS1
1.01,58.2,63,6.51,6.55,3.8,4119,Good,F,SI2
0.9,61.1,63,6.17,6.2,3.78,4134,Very Good,E,VS2
1,56.3,63,6.63,6.61,3.73,4150,Fair,H,SI1
0.93,61.4,63,6.22,6.26,3.83,4165,Good,D,SI2
1,66.8,63,6.19,6.08,4.1,4166,Fair,H,VS2
1.01,57.5,63,6.56,6.58,3.78,4171,Good,E,SI2
0.9,60.7,63,6.07,6.13,3.7,4173,Good,E,SI1
1.11,61.7,63,6.65,6.54,4.07,4177,Very Good,E,SI2
1,59.9,63,6.45,6.5,3.88,4184,Good,E,SI2
1.04,57.6,63,6.67,6.7,3.85,4191,Good,D,SI2
0.9,60.5,63,6.13,6.16,3.72,4201,Very Good,H,VS1
1,58.1,63,6.6,6.52,3.81,4213,Fair,E,SI1
1,61.5,63,6.27,6.32,3.87,4218,Good,D,SI2
1,58.6,63,6.56,6.58,3.85,4218,Very Good,G,SI1
0.9,61.8,63,6.21,6.18,3.83,4241,Good,F,SI1
1.09,59.2,63,6.67,6.71,3.96,4244,Very Good,D,SI2
1.02,58.7,63,6.61,6.55,3.86,4286,Very Good,E,SI2
1,61.5,63,6.32,6.27,3.87,4295,Very Good,D,SI2
0.9,61,63,6.13,6.1,3.73,4304,Very Good,D,SI1
1.07,60.4,63,6.67,6.6,4.01,4314,Very Good,E,SI1
1.09,59.2,63,6.71,6.67,3.96,4322,Very Good,D,SI2
1.03,60.7,63,6.48,6.44,3.92,4326,Very Good,E,SI2
1.34,61.1,63,7.08,7.01,4.3,4352,Very Good,H,SI2
1.1,58.6,63,6.76,6.69,3.94,4361,Very Good,D,SI2
0.9,61,63,6.1,6.13,3.73,4381,Very Good,D,SI1
0.9,62.2,63,6.14,6.23,3.85,4382,Good,D,SI2
1.16,63.7,63,6.55,6.63,4.2,4395,Good,F,SI2
1.02,58.7,63,6.61,6.55,3.86,4414,Very Good,E,SI2
1.03,64.7,63,6.36,6.31,4.1,4424,Fair,G,SI1
0.9,58,63,6.33,6.25,3.65,4435,Very Good,F,SI1
0.91,65.1,63,6.02,6,3.91,4439,Fair,D,VS2
1.01,62.3,63,6.3,6.23,3.9,4449,Very Good,H,SI1
0.9,58.5,63,6.21,6.3,3.66,4469,Good,D,SI1
1,60,63,6.37,6.34,3.81,4469,Very Good,H,SI1
1.03,59.2,63,6.55,6.6,3.89,4473,Very Good,G,SI2
1.16,63.7,63,6.63,6.55,4.2,4476,Good,F,SI2
1.23,61,63,6.91,6.85,4.2,4477,Very Good,G,SI2
1.04,58.9,63,6.59,6.55,3.87,4484,Very Good,H,SI1
0.9,62.6,63,6.1,6.14,3.83,4485,Good,G,VVS2
1.06,59.5,63,6.62,6.59,3.93,4488,Very Good,F,SI1
1,61.7,63,6.36,6.37,3.93,4493,Good,G,SI2
1.02,60.3,63,6.45,6.49,3.9,4517,Good,H,SI2
1.05,60,63,6.59,6.64,3.97,4560,Good,D,SI2
1.02,58.6,63,6.56,6.54,3.84,4583,Very Good,D,SI2
1,58.1,63,6.45,6.36,3.72,4586,Very Good,F,SI1
1.2,61.4,63,6.76,6.72,4.14,4603,Very Good,H,SI1
1.02,60,63,6.54,6.49,3.91,4604,Very Good,H,VS2
0.9,61.6,63,6.13,6.17,3.79,4617,Very Good,F,VS2
1.5,62.6,63,7.19,7.25,4.52,4620,Good,I,I1
1.09,58.6,63,6.73,6.78,3.96,4629,Very Good,F,SI2
1,63.1,63,6.38,6.29,4,4630,Fair,G,VS1
0.91,59.4,63,6.32,6.28,3.74,4670,Very Good,H,VS1
1.01,58.7,63,6.52,6.6,3.85,4685,Good,E,SI2
1,56.9,63,6.45,6.52,3.69,4688,Fair,F,SI1
0.29,60.8,63,4.28,4.31,2.61,592,Very Good,F,VVS2
0.92,59.7,63,6.34,6.29,3.77,4721,Very Good,H,VS1
1,59.3,63,6.44,6.48,3.83,4741,Very Good,G,SI1
1.08,53.8,63,6.99,6.81,3.71,4790,Fair,E,SI1
0.9,64,63,6.12,6.04,3.89,4796,Fair,D,SI1
1.02,60.5,63,6.48,6.54,3.94,4813,Very Good,E,SI1
1.01,61.6,63,6.42,6.47,3.97,4816,Good,F,SI1
0.91,58.4,63,6.31,6.32,3.69,4823,Very Good,E,VS2
1,59.3,63,6.48,6.44,3.83,4827,Very Good,G,SI1
1.11,60.1,63,6.68,6.7,4.02,4877,Good,D,SI2
0.96,60.5,63,6.32,6.28,3.81,4892,Very Good,G,VS1
1.02,60.5,63,6.54,6.48,3.94,4901,Very Good,E,SI1
1.15,63.1,63,6.67,6.57,4.18,4915,Very Good,F,SI2
1.01,61,63,6.38,6.41,3.9,4959,Very Good,H,VS2
1.14,59.2,63,6.78,6.86,4.04,5033,Very Good,F,SI2
1.02,62.1,63,6.48,6.36,3.99,5038,Very Good,F,SI1
1.01,61,63,6.41,6.38,3.9,5050,Very Good,H,VS2
1.22,59,63,7.05,7.02,4.15,5056,Very Good,J,VS1
1.34,62.1,63,7.06,7.01,4.37,5065,Very Good,E,SI2
1.2,59.7,63,6.84,6.87,4.09,5085,Good,H,SI2
1.2,61.7,63,6.72,6.7,4.13,5107,Very Good,I,VVS2
1.18,60.7,63,6.77,6.81,4.12,5168,Good,D,SI2
1.08,55.9,63,6.9,6.8,3.83,5171,Fair,H,VVS2
1.15,63.1,63,6.63,6.53,4.15,5193,Very Good,E,SI2
1,56.9,63,6.6,6.57,3.75,5208,Good,H,VS2
1.02,61,63,6.48,6.54,3.97,5219,Good,D,SI1
1.03,60.6,63,6.47,6.5,3.93,5241,Very Good,F,SI1
1.08,58.2,63,6.69,6.78,3.92,5256,Very Good,F,SI1
1.18,61.7,63,6.67,6.72,4.13,5315,Good,D,SI2
1,59.4,63,6.47,6.42,3.83,5322,Very Good,E,SI1
1.04,61.4,63,6.51,6.55,4.01,5353,Very Good,G,VS2
1.12,61.4,63,6.7,6.68,4.11,5374,Very Good,F,SI1
0.31,59,63,4.44,4.47,2.63,600,Good,E,VS1
0.23,58.1,63,4.08,4.04,2.36,600,Very Good,F,VVS2
1.24,61.4,63,6.89,6.88,4.23,5444,Very Good,I,VS1
1.04,61.4,63,6.55,6.51,4.01,5451,Very Good,G,VS2
1.2,60.2,63,6.81,6.84,4.11,5474,Very Good,G,SI2
0.9,61.8,63,6.14,6.19,3.81,5480,Good,F,VVS2
1,62.2,63,6.36,6.41,3.97,5483,Good,G,SI1
0.9,61,63,6.13,6.09,3.73,5504,Very Good,F,VVS2
0.26,59.6,63,4.13,4.16,2.47,420,Very Good,D,VS2
1.35,58.6,63,7.28,7.19,4.24,5579,Very Good,I,SI2
1.02,59.8,63,6.54,6.61,3.93,5598,Good,H,VS1
0.3,59.7,63,4.32,4.35,2.59,603,Good,E,VS2
1,60.2,63,6.43,6.47,3.88,5668,Good,H,VS1
