carat,cut,color,clarity,depth,table,x,y,z,price,index,0.799233891
1.51,Premium,F,SI1,60.9,61,7.32,7.3,4.45,11666,23641,0.46757115
0.9,Very Good,J,VVS1,60.4,60,6.23,6.28,3.78,3746,5017,0.745513126
0.76,Very Good,G,VVS2,61.5,59,5.83,5.91,3.61,3394,3473,0.854733518
0.53,Premium,E,SI1,62.1,58,5.11,5.19,3.2,1395,43202,0.592809084
1.51,Premium,J,VS2,60.2,59,7.36,7.35,4.43,7553,18535,0.582050514
0.49,Premium,F,SI1,60.5,60,5.1,5.08,3.08,1072,39338,0.971904865
0.9,Fair,D,SI1,66.4,59,5.97,5.92,3.95,3382,3421,0.720577073
0.38,Ideal,J,VVS2,61.4,56,4.68,4.7,2.88,629,22681,0.32056807
0.25,Premium,E,VVS2,62.5,59,4.02,4.05,2.52,576,6381,0.059289588
0.75,Very Good,F,VS1,62.3,57,5.83,5.88,3.65,3270,2843,0.290842925
2.04,Premium,I,SI2,60.2,59,8.28,8.22,4.97,15543,26191,0.060485675
0.53,Ideal,G,SI1,62.3,55,5.13,5.24,3.23,1308,42403,0.759622701
1.51,Ideal,F,SI1,62.5,57,7.27,7.32,4.56,10693,22647,0.940854433
1.07,Very Good,F,SI1,61.6,58,6.54,6.6,4.05,6061,15081,0.323413816
0.7,Premium,G,SI1,59.1,59,5.77,5.83,3.43,2042,48923,0.631916457
0.76,Premium,E,SI1,60.4,58,5.92,5.94,3.58,2789,246,0.076913443
2.11,Ideal,I,SI1,61,57,8.37,8.29,5.08,15486,26164,0.836699618
0.82,Premium,I,VS2,62.2,59,6.03,5.97,3.73,2716,53691,0.837236587
1,Good,H,SI1,56.8,65,6.61,6.49,3.72,4138,6920,0.368449345
1.77,Very Good,J,SI2,63.4,60,7.65,7.61,4.84,8257,19644,0.540434568
1,Premium,G,VS1,62.3,58,6.39,6.3,3.95,6290,15727,0.666277565
1.03,Ideal,I,SI1,62.2,58,6.45,6.41,4,4434,8551,0.45986746
0.53,Ideal,H,IF,62,54,5.22,5.27,3.25,1949,48219,0.039929597
0.81,Premium,G,VS2,62,58,5.95,5.92,3.68,2994,1512,0.818641638
0.51,Very Good,G,IF,63.8,58,5.06,5.09,3.24,2063,49095,0.459671518
1.02,Ideal,I,SI1,62.1,56,6.44,6.39,3.98,3713,4876,0.873873884
1.5,Premium,G,SI2,58.5,62,7.44,7.4,4.34,8736,20330,0.734651978
0.31,Ideal,E,VS2,59.8,57,4.43,4.46,2.65,695,29211,0.978112778
0.33,Good,H,VS2,63.8,55,4.4,4.44,2.82,521,44643,0.600532155
1.2,Premium,G,SI1,62.5,60,6.74,6.68,4.21,5868,14538,0.210997643
1.01,Premium,G,VS2,59.8,61,6.53,6.44,3.88,5620,13787,0.759884861
0.41,Ideal,F,VVS2,61.7,57,4.73,4.8,2.94,1115,40117,0.273886676
0.32,Ideal,H,VS1,61.8,55,4.42,4.41,2.73,720,30089,0.560837084
2,Very Good,H,SI1,62.7,56,7.98,8.02,5.02,17247,27103,0.947969443
0.71,Premium,D,SI1,61.6,60,5.74,5.69,3.52,2797,291,0.587996867
1,Good,G,SI2,57.6,62,6.62,6.55,3.79,4113,6782,0.603367716
0.31,Premium,H,IF,61.7,58,4.33,4.36,2.68,816,33160,0.303548734
0.43,Premium,G,VS2,62.9,59,4.83,4.78,3.02,1113,40069,0.004951055
1.52,Very Good,G,VS2,61.9,56,7.28,7.39,4.54,13161,24789,0.231183614
1,Premium,D,SI1,62.5,59,6.32,6.38,3.97,5775,14258,0.478528339
0.52,Very Good,E,VS2,63.4,57,5.16,5.12,3.26,1694,45674,0.004155787
0.32,Ideal,D,VS2,61.7,54,4.38,4.43,2.72,758,31299,0.619363752
1,Ideal,F,SI2,61.3,56,6.46,6.43,3.95,4452,8644,0.547743201
0.33,Premium,G,VVS1,61.9,59,4.41,4.38,2.72,1114,40103,0.466605086
1.6,Very Good,I,VVS1,59.8,56,7.6,7.68,4.57,11170,23155,0.50493469
0.31,Ideal,I,VS1,61.4,55.2,4.32,4.35,2.66,513,43918,0.201535768
0.9,Very Good,D,SI2,62.5,55,6.16,6.2,3.86,4946,11157,0.346703487
0.43,Premium,F,SI2,61.8,57,4.88,4.83,3,871,34579,0.193928258
0.54,Premium,D,SI1,62.1,56,5.25,5.22,3.25,1786,46604,0.824169251
1.21,Ideal,H,SI1,62.2,54,6.8,6.86,4.25,6876,17210,0.613539708
0.29,Premium,E,SI1,58.4,60,4.34,4.32,2.53,548,52308,0.671590385
0.51,Premium,G,VS2,61.3,59,5.11,5.17,3.15,1343,42748,0.158337625
0.71,Ideal,D,VS2,60.1,56,5.77,5.83,3.48,4029,6325,0.798692143
0.35,Good,F,VS2,57.9,60,4.65,4.68,2.7,596,11063,0.989000426
0.71,Ideal,E,VVS2,62,53.9,5.73,5.77,3.57,4042,6417,0.84789825
0.71,Ideal,D,VS2,61.4,57,5.73,5.77,3.53,3222,2613,0.749115343
1.24,Premium,D,VS2,59.3,58,7.09,7.03,4.19,9916,21855,0.173255381
0.32,Ideal,H,VS1,61.9,55,4.4,4.42,2.73,561,1739,0.63006821
0.35,Ideal,E,VS1,61.6,55.1,4.54,4.58,2.81,771,31715,0.483749549
0.83,Premium,F,SI1,62,59,6.04,5.99,3.73,3198,2499,0.55322313
2.01,Very Good,I,VS2,59.6,60,8.13,8.19,4.86,16304,26587,0.103295119
0.33,Premium,G,VS2,61.3,59,4.46,4.44,2.73,743,30864,0.269628049
1.21,Ideal,J,SI1,61.9,57,6.84,6.89,4.25,4968,11250,0.710199143
0.7,Good,D,SI1,62.5,56.7,5.59,5.62,3.51,2872,864,0.979870792
1.02,Good,E,SI2,63.3,59,6.32,6.42,4.03,4398,8345,0.778009312
0.31,Good,F,VS2,63.4,56,4.29,4.32,2.73,625,20389,0.514205332
0.71,Ideal,D,SI2,62.4,55,5.71,5.74,3.57,2480,52205,0.490377498
0.31,Very Good,H,VS1,63.1,57,4.34,4.31,2.73,698,29326,0.482546102
0.53,Good,E,VS1,63.2,56,5.14,5.18,3.26,1776,46472,0.88071145
1.73,Premium,G,VS1,61.6,60,7.67,7.62,4.71,11867,23807,0.264575318
1.01,Premium,F,VS2,63,58,6.43,6.36,4.03,6097,15177,0.821805672
0.58,Ideal,D,SI2,63.4,57,5.29,5.34,3.37,1356,42834,0.640616464
0.3,Ideal,G,VS1,62.6,57,4.27,4.29,2.68,605,14068,0.966174609
0.31,Very Good,F,VS2,62.1,54,4.34,4.39,2.71,500,40945,0.059904702
0.9,Very Good,F,SI1,63.3,57,6.1,6.16,3.88,4054,6471,0.320024125
1.5,Premium,F,SI1,62.9,59,7.34,7.29,4.6,11878,23816,0.576385283
1.01,Premium,F,SI1,61.7,58,6.44,6.39,3.96,5202,12246,0.980338283
0.27,Ideal,H,VS2,60.5,57,4.17,4.19,2.53,397,50611,0.197816891
0.41,Premium,G,VS2,60.8,59,4.8,4.78,2.91,1061,39113,0.332580837
1.02,Premium,D,VVS2,61.4,58,6.46,6.43,3.96,10773,22758,0.918296167
3.01,Ideal,J,SI2,61.7,58,9.25,9.2,5.69,16037,26468,0.986535942
0.26,Very Good,E,VVS2,60.5,55,4.1,4.16,2.5,569,3734,0.405984786
0.71,Ideal,F,VS1,60.4,57,5.78,5.81,3.5,3284,2909,0.494168424
0.91,Premium,D,SI2,58.3,60,6.4,6.33,3.71,3511,3979,0.686312195
0.9,Ideal,I,SI2,62,56,6.2,6.16,3.83,2948,1270,0.471628086
0.32,Very Good,I,VS2,63.2,56,4.38,4.32,2.75,576,6361,0.702730879
1.48,Premium,I,SI2,61.3,58,7.39,7.32,4.51,7086,17599,0.164418169
1.05,Premium,E,SI2,60.9,61,6.61,6.55,4.01,3951,5981,0.887273649
0.36,Very Good,E,VS2,62.8,56,4.51,4.54,2.84,789,32311,0.150552863
0.35,Ideal,I,IF,62.5,55,4.52,4.54,2.83,737,30680,0.326882619
0.62,Good,G,VS2,61,62,5.41,5.5,3.33,1850,47410,0.579584991
0.31,Very Good,E,VS2,62.8,57,4.33,4.37,2.73,680,28727,0.299437931
0.4,Premium,G,VVS1,62.3,58,4.72,4.66,2.92,1200,41178,0.814366808
0.51,Premium,E,VS1,61.6,57,5.13,5.1,3.15,1989,48552,0.097100258
1.23,Premium,J,VS1,60.1,60,6.9,6.95,4.16,5209,12271,0.078718864
1.11,Good,I,VS2,63.6,58,6.52,6.57,4.16,4963,11225,0.107401545
1,Good,G,VVS2,63.1,58,6.33,6.37,4.01,7453,18320,0.439683773
1.04,Ideal,H,SI2,61.1,56,6.6,6.66,4.05,4290,7797,0.134092769
0.7,Very Good,F,VS2,60.5,58,5.78,5.83,3.51,2437,51920,0.815170324
0.9,Premium,H,SI1,61.9,58,6.2,6.15,3.82,3629,4500,0.020220768
0.4,Premium,G,VS1,60.7,58,4.78,4.81,2.91,877,34792,0.094420961
1.07,Premium,G,SI1,61,58,6.66,6.59,4.04,5091,11815,0.460729007
0.51,Ideal,E,VS2,62.2,57,5.08,5.11,3.17,1656,45219,0.479415266
1,Very Good,G,VS1,60.6,63,6.42,6.45,3.9,6699,16800,0.365448442
0.71,Very Good,H,SI1,60.1,63,5.72,5.69,3.43,2258,50418,0.132523868
1.04,Premium,I,SI1,60.7,59,6.6,6.57,4,4601,9468,0.522674884
1.04,Fair,I,I1,67.3,56,6.34,6.23,4.22,2037,48885,0.146133838
0.25,Very Good,F,VVS2,61,58,4.02,4.05,2.46,575,5711,0.462503076
0.52,Ideal,G,SI2,61.5,56,5.15,5.19,3.18,1170,40811,0.393655008
0.4,Ideal,J,VS1,62.2,54,4.72,4.76,2.95,633,24034,0.18934306
1.25,Good,G,VS1,63.4,55,6.87,6.92,4.37,8901,20595,0.99497187
1.3,Ideal,G,VVS2,62.4,56.1,6.97,7.02,4.36,11633,23606,0.17994701
0.3,Very Good,H,VVS2,62.8,57,4.22,4.25,2.66,605,14391,0.900797866
2.26,Very Good,H,SI2,63.1,58,8.3,8.22,5.21,13797,25203,0.9143531
0.3,Premium,D,SI1,62.7,60,4.23,4.26,2.66,552,53309,0.15912135
1.51,Ideal,E,VS2,62.7,57,7.31,7.26,4.57,14482,25611,0.416093544
1,Good,H,SI2,64.1,61,6.36,6.27,4.05,3640,4540,0.812646552
0.51,Good,E,VVS2,62,60.5,5.05,5.08,3.15,1980,48483,0.905123969
0.32,Premium,G,VVS2,61.2,59,4.39,4.44,2.7,730,30404,0.588279419
0.9,Very Good,D,SI1,62.5,59,6.11,6.15,3.83,4579,9322,0.038308531
1.5,Very Good,F,VS2,63.9,57,7.16,7.23,4.6,13037,24681,0.101624335
1.53,Ideal,F,SI1,61.5,56,7.38,7.42,4.56,12616,24351,0.090390253
0.33,Ideal,E,VVS1,61.2,56,4.51,4.45,2.74,1052,38901,0.938035382
1.01,Ideal,G,VS2,59.8,61,6.51,6.54,3.9,6132,15275,0.983312311
1,Good,F,IF,63.2,63,6.24,6.26,3.95,9867,21795,0.961397192
2.14,Ideal,H,SI2,63,55,8.25,8.23,5.19,12720,24459,0.056475879
1.2,Premium,I,VS2,62.6,58,6.77,6.72,4.22,5699,14002,0.987238542
1.2,Very Good,F,VVS2,63.8,58,6.67,6.69,4.26,10173,22139,0.683787213
0.95,Ideal,E,SI2,62.2,56,6.26,6.35,3.92,4068,6533,0.312898777
0.31,Good,E,SI1,63.6,57,4.3,4.28,2.73,698,29395,0.480858696
0.51,Good,G,VVS2,63.3,58,5.04,5.07,3.2,1800,46751,0.805421449
1.04,Ideal,G,IF,62.1,54,6.53,6.55,4.06,8921,20624,0.062311896
0.33,Premium,G,VS1,61.9,58,4.43,4.46,2.75,666,28327,0.378761721
2.5,Good,J,VS2,62,58,8.63,8.6,5.34,18325,27551,0.357783161
1.07,Premium,E,VS2,59.3,56,6.71,6.69,3.97,7670,18763,0.80634504
0.71,Ideal,H,VS1,62.4,56,5.66,5.71,3.55,2559,52748,0.410343539
0.3,Premium,D,VS2,62,62,4.27,4.24,2.64,851,34068,0.635131451
0.72,Ideal,G,SI1,60.7,56,5.79,5.82,3.53,2776,184,0.995365887
2.33,Very Good,J,VS2,61.8,59,8.41,8.56,5.24,14801,25804,0.646654095
0.33,Ideal,E,VS2,61.9,54,4.42,4.47,2.75,723,30234,0.129888073
0.32,Ideal,F,VVS2,61.4,57,4.41,4.45,2.72,728,30353,0.041992795
0.42,Ideal,G,VVS2,62.3,53,4.83,4.86,3.02,961,36907,0.292460978
0.4,Ideal,F,VVS2,61.6,56,4.73,4.77,2.93,1196,41118,0.884643943
1.2,Premium,G,VS1,62.9,59,6.75,6.69,4.23,5975,14839,0.219299149
0.43,Premium,G,VVS1,60.9,58,4.88,4.91,2.98,1207,41225,0.179109427
1.01,Ideal,E,SI2,60.9,57,6.47,6.51,3.95,4479,8841,0.256638466
0.31,Ideal,F,VVS1,62,54,4.34,4.37,2.7,840,33754,0.317899316
0.4,Ideal,F,VS2,62,59,4.77,4.71,2.95,1059,39076,0.534988897
0.8,Very Good,E,SI1,63.1,56,5.93,5.83,3.71,3050,1786,0.050372723
0.5,Good,D,SI1,64.1,56,5.03,4.98,3.21,1235,41545,0.914002006
0.3,Very Good,D,SI1,61,61,4.27,4.29,2.61,552,53618,0.63062986
1.53,Premium,F,SI1,58.5,59,7.62,7.55,4.44,11820,23768,0.255886971
0.34,Ideal,H,VVS1,62.3,54,4.46,4.5,2.79,722,30183,0.117735801
1.29,Very Good,E,VS1,61.8,57,6.99,6.93,4.3,10780,22762,0.630103394
0.52,Premium,D,VS2,62.4,58,5.09,5.13,3.19,1749,46193,0.773552788
1.54,Ideal,G,VVS2,62,54,7.36,7.43,4.59,15415,26129,0.876894794
0.3,Premium,F,IF,61.6,58,4.35,4.32,2.67,1013,38069,0.769208964
0.41,Ideal,F,VVS1,60.3,56,4.8,4.85,2.91,1295,42312,0.584015744
0.32,Premium,H,IF,61.8,58,4.39,4.35,2.7,979,37322,0.790275459
0.33,Ideal,E,VVS1,61.8,57,4.43,4.4,2.73,1052,38902,0.980922258
1.03,Premium,E,VS1,61.4,58,6.52,6.58,4.02,7677,18773,0.377704585
0.52,Ideal,F,VS1,61.2,57,5.2,5.16,3.17,1872,47549,0.668077937
0.35,Premium,E,SI1,60.8,60,4.51,4.57,2.76,614,18049,0.141980059
0.39,Very Good,E,VS2,61.3,61,4.66,4.7,2.87,889,35138,0.420141684
1.15,Premium,G,VS1,63,60,6.68,6.6,4.18,7032,17498,0.046501253
0.34,Premium,H,VS2,60.2,60,4.51,4.56,2.73,537,48658,0.761541432
1.01,Good,G,SI1,63.9,57,6.37,6.3,4.05,4672,9826,0.707750112
0.8,Very Good,F,VS2,61.3,55,5.93,6.01,3.66,3954,5989,0.123535786
0.3,Ideal,D,VS2,61.1,56,4.36,4.32,2.65,911,35714,0.167657456
1.02,Very Good,I,VS2,59.3,59,6.56,6.6,3.9,4532,9115,0.680284027
1.45,Fair,J,SI2,58.6,68,7.45,7.33,4.34,4570,9295,0.068367387
1.06,Ideal,G,VVS2,60.3,57,6.61,6.68,4.01,8726,20312,0.540845275
1.77,Premium,I,VS2,62.3,58,7.74,7.68,4.8,12378,24193,0.696484042
0.79,Ideal,F,SI1,62.8,56,5.88,5.9,3.7,2878,912,0.143441248
0.72,Very Good,G,SI2,60.6,57,5.79,5.86,3.53,2114,49474,0.873892628
1.18,Good,E,SI2,63.6,57,6.74,6.72,4.28,4071,6539,0.210683842
1.22,Premium,H,SI1,62.4,58,6.82,6.77,4.24,6153,15327,0.835648782
1.82,Premium,H,VS2,61.6,60,7.78,7.74,4.78,14749,25780,0.354646471
1.54,Ideal,J,VS2,61.9,57,7.39,7.5,4.6,8275,19664,0.434082452
0.32,Very Good,G,VVS1,60.6,57,4.46,4.48,2.71,685,28950,0.264872528
1.35,Ideal,G,IF,62.2,57,7.07,7.11,4.41,14616,25713,0.136915054
0.57,Ideal,E,VVS2,60.6,56.2,5.36,5.4,3.26,2719,53716,0.11919133
0.73,Ideal,E,SI1,62.1,59,5.74,5.79,3.58,2523,52492,0.811505147
0.7,Premium,F,SI1,61.9,59,5.69,5.71,3.53,2401,51726,0.136054372
0.31,Very Good,D,VS1,62.3,56,4.33,4.37,2.71,736,30656,0.65350688
0.71,Ideal,G,SI1,62.1,54,5.72,5.75,3.56,2513,52441,0.943162503
0.9,Good,I,VS2,63.7,61,6.06,6.1,3.87,3303,2997,0.636799916
1.28,Ideal,H,SI2,61.8,57,7,6.97,4.32,5676,13951,0.093616514
0.7,Ideal,E,SI1,60.6,57,5.71,5.77,3.48,2537,52580,0.705027034
0.9,Very Good,J,SI1,63.6,57,6.07,6.1,3.87,3225,2618,0.026385098
1.2,Very Good,G,VVS1,61.8,55,6.79,6.83,4.21,9968,21900,0.382775055
1.08,Good,E,SI2,63.7,57,6.54,6.49,4.15,4742,10212,0.947173024
2.14,Ideal,I,VS2,62.2,57,8.22,8.19,5.1,13844,25234,0.45493741
1.51,Ideal,E,VS1,61.5,57,7.34,7.4,4.53,18729,27689,0.083706902
0.3,Premium,G,IF,61.6,60,4.29,4.32,2.65,895,35268,0.369760803
0.67,Good,G,SI1,62.9,59,5.58,5.62,3.52,1811,46842,0.230998284
0.72,Premium,G,SI2,62.8,61,5.68,5.59,3.54,2022,48792,0.332884994
0.31,Ideal,D,SI1,61.2,57,4.38,4.34,2.67,684,28878,0.113748368
0.27,Ideal,D,VVS2,62.6,56,4.13,4.15,2.59,622,19371,0.194945657
1.14,Ideal,H,SI2,62.6,57,6.71,6.65,4.18,4150,6967,0.515535985
2.05,Premium,D,SI2,60,58,8.31,8.23,4.96,12891,24585,0.360903728
0.57,Ideal,D,SI1,62.4,56,5.32,5.29,3.31,1847,47376,0.003428533
1.06,Ideal,D,SI1,62.6,56,6.49,6.52,4.07,6426,16088,0.109095252
0.56,Premium,G,SI1,62.4,58,5.23,5.29,3.28,1304,42370,0.283154031
0.54,Ideal,D,VVS1,61.4,58,5.28,5.25,3.23,3139,2200,0.843087926
0.41,Ideal,H,VVS1,61.5,55,4.79,4.81,2.95,945,36503,0.454662627
2.01,Good,G,SI2,63,60,7.92,7.99,5.01,14745,25777,0.636721642
0.4,Good,F,SI1,63.6,56,4.68,4.63,2.96,882,35010,0.71972321
0.3,Premium,G,VVS2,61.3,57,4.33,4.29,2.64,878,34853,0.248140341
0.7,Fair,F,SI2,57.1,64,5.81,5.86,3.33,1990,48558,0.91339349
0.37,Very Good,E,SI1,59.9,59,4.68,4.7,2.81,649,27800,0.865013361
0.58,Ideal,D,SI2,61.2,57,5.38,5.41,3.3,1436,43705,0.726942248
0.34,Ideal,I,VS1,62,54,4.49,4.51,2.79,501,41263,0.997088211
1.25,Ideal,H,VS1,62.1,57,6.89,6.92,4.29,8365,19799,0.753358125
0.52,Ideal,G,SI2,62.1,56,5.13,5.18,3.2,1210,41291,0.773830746
1.01,Very Good,E,SI1,62.4,58,6.36,6.4,3.99,5229,12352,0.889234838
0.39,Very Good,J,VS2,63.3,56,4.63,4.6,2.92,746,30967,0.698282801
0.72,Premium,D,VVS2,60,57,5.92,5.84,3.53,3459,3773,0.613549408
0.4,Ideal,F,VVS1,61.7,55,4.77,4.79,2.95,1168,40789,0.174444579
0.7,Ideal,E,VS1,62.3,54,5.67,5.72,3.55,2930,1179,0.601572213
1,Premium,H,I1,61.3,60,6.43,6.39,3.93,2818,466,0.179168388
2.01,Very Good,G,SI2,61.3,60,8.08,8.17,4.98,13940,25288,0.866315156
0.76,Premium,E,VVS2,60.6,59,5.94,5.85,3.57,3767,5151,0.818415218
0.3,Very Good,E,VVS2,61.1,62,4.28,4.33,2.63,622,19047,0.912949529
0.41,Ideal,G,IF,62.1,57,4.77,4.76,2.96,1336,42679,0.644607184
0.42,Ideal,H,VVS2,61.1,56,4.8,4.85,2.95,910,35681,0.508168932
0.3,Ideal,G,VVS2,61.5,56,4.34,4.31,2.66,878,34848,0.510109422
0.3,Good,H,VS1,63.3,56,4.26,4.3,2.71,526,45988,0.406166305
0.5,Ideal,H,VVS2,61.6,57,5.08,5.14,3.15,1842,47247,0.249161211
0.91,Premium,E,VS1,62.8,60,6.11,6.08,3.83,4969,11263,0.286402958
0.37,Ideal,I,VS1,60.8,56,4.67,4.71,2.85,603,13719,0.272616602
1.09,Premium,H,VS2,59.7,58,6.73,6.66,4,5677,13954,0.68749215
0.33,Ideal,F,SI2,61.4,57,4.44,4.48,2.74,413,6719,0.049716569
0.31,Good,G,VS2,63.1,56,4.31,4.37,2.74,544,51317,0.793750384
0.38,Ideal,D,VVS2,61.3,56,4.63,4.73,2.87,1200,41162,0.087409207
1.24,Ideal,H,VVS1,61.9,55,6.85,6.91,4.27,8693,20270,0.023100288
0.71,Ideal,F,VS2,61.8,56.2,5.7,5.75,3.53,3123,2135,0.752681378
0.7,Fair,E,VS2,65.7,55,5.45,5.51,3.6,2437,51925,0.898832452
1.06,Very Good,E,SI2,62.1,56,6.52,6.59,4.07,4972,11270,0.018412332
0.31,Premium,G,IF,61.7,54,4.36,4.33,2.68,988,37562,0.09992195
1,Very Good,F,SI1,58.1,63,6.45,6.36,3.72,4586,9398,0.038941415
0.34,Premium,G,SI1,61.5,56,4.52,4.45,2.76,650,27821,0.776481986
1.13,Ideal,H,SI1,61.3,57,6.72,6.7,4.11,4556,9220,0.351077086
0.44,Ideal,D,VS1,62.3,55,4.84,4.88,3.03,1235,41518,0.856762785
1.01,Premium,G,SI1,60,59,6.51,6.47,3.89,4118,6820,0.930576507
1.55,Premium,E,SI2,58.5,57,7.66,7.57,4.46,7161,17779,0.542538567
0.8,Premium,F,SI2,61.7,58,5.98,5.94,3.68,2762,117,0.08810098
1.03,Fair,D,SI1,64.4,61,6.33,6.25,4.05,4845,10694,0.774141105
1.03,Ideal,G,VVS1,59.9,61,6.56,6.63,3.95,8955,20674,0.041828492
1.15,Very Good,E,SI2,61.7,60,6.7,6.78,4.16,4250,7558,0.99481108
0.3,Ideal,F,IF,59.4,60,4.37,4.39,2.6,873,34687,0.259577658
0.53,Premium,I,VS2,58.5,60,5.37,5.33,3.13,1209,41285,0.143824421
0.4,Very Good,G,SI1,61.1,61,4.7,4.76,2.89,702,29506,0.65169378
0.85,Premium,I,I1,59.6,58,6.24,6.14,3.69,1796,46733,0.999742607
0.3,Ideal,F,VS1,61.4,56,4.37,4.33,2.67,844,33851,0.767925619
0.33,Ideal,G,VS1,62.1,55,4.43,4.46,2.76,666,28249,0.257982658
0.48,Premium,F,SI1,59.6,59,5.13,5.11,3.05,1020,38348,0.186769784
0.33,Ideal,J,SI1,61.1,56,4.49,4.55,2.76,403,42,0.167933594
0.9,Very Good,F,SI2,60.3,57,6.27,6.34,3.8,3519,4006,0.313823421
0.72,Ideal,F,VS2,59.5,57,5.91,5.86,3.5,2863,818,0.568615571
0.4,Ideal,G,IF,62,57,4.73,4.75,2.94,1193,41099,0.045171478
0.51,Premium,G,VS2,62.2,57,5.15,5.1,3.19,1546,44015,0.194760811
0.33,Ideal,G,IF,61.9,55,4.44,4.45,2.75,946,36586,0.810234781
2.01,Ideal,J,VS1,60.9,56,8.14,8.18,4.97,16319,26598,0.770233412
0.5,Very Good,E,SI2,59.9,57,5.12,5.16,3.08,1097,39811,0.874105176
1.51,Ideal,F,SI1,61.7,56,7.35,7.41,4.55,13334,24904,0.123074923
0.36,Ideal,G,SI2,61.8,56,4.58,4.61,2.84,565,2726,0.850402574
0.7,Very Good,D,SI1,63.5,58,5.61,5.64,3.57,2686,53506,0.05029228
0.53,Ideal,E,VS2,60,57,5.24,5.3,3.16,1721,45915,0.228231675
0.3,Very Good,G,VS1,62.8,57,4.24,4.26,2.67,605,14398,0.13726264
1.73,Premium,H,SI2,60.5,60,7.79,7.71,4.69,6968,17367,0.301200008
1.03,Very Good,E,SI1,62.6,58,6.42,6.49,4.04,5029,11544,0.242758233
1.2,Ideal,G,VVS2,62.2,56,6.76,6.81,4.22,9373,21227,0.480004357
0.29,Very Good,E,VS1,62.4,55,4.2,4.25,2.63,555,407,0.494718444
1.01,Very Good,D,SI2,62.8,59,6.34,6.44,4.01,4588,9426,0.792774791
1.41,Good,F,SI1,63.7,58,7.06,7.01,4.48,8212,19583,0.547257822
1.4,Very Good,J,SI1,63.5,58,7.05,7.09,4.49,6145,15306,0.269400355
0.73,Ideal,E,SI1,61.4,58,5.76,5.8,3.55,2914,1111,0.725767819
0.25,Ideal,G,VVS2,62.1,56,4.02,4.05,2.5,525,45645,0.268483447
0.41,Very Good,D,SI2,63.8,57,4.71,4.73,3.01,727,30332,0.686481517
1.7,Premium,I,VVS2,61.7,57.4,7.62,7.67,4.71,13127,24768,0.993967411
0.55,Ideal,E,VVS2,61.4,56,5.28,5.31,3.25,2499,52348,0.020756943
0.6,Ideal,E,VS1,62.2,56,5.36,5.44,3.36,2306,50804,0.640019702
0.3,Very Good,H,VS2,60.9,61,4.27,4.3,2.61,473,35308,0.186146734
0.7,Ideal,E,VVS1,61.9,56,5.66,5.69,3.51,5338,12801,0.201551998
0.71,Premium,F,VS1,59.2,58,5.87,5.82,3.46,2839,618,0.773595691
0.3,Good,E,VS2,64.2,57,4.24,4.13,2.69,619,18699,0.079297554
0.39,Ideal,D,VVS2,62.1,56,4.65,4.69,2.9,1212,41302,0.076898598
0.71,Ideal,G,SI1,61.6,57,5.72,5.76,3.53,2738,53840,0.532043839
1.04,Ideal,I,VS2,61.5,57,6.49,6.52,4,5105,11860,0.172195842
1.01,Ideal,H,SI1,62.3,55,6.43,6.37,3.99,4977,11293,0.007742155
0.83,Ideal,E,SI1,62.7,57,5.96,6.01,3.75,3231,2648,0.425991118
1.21,Premium,F,VS2,62.2,60,6.75,6.72,4.19,9419,21268,0.501024389
0.31,Premium,F,VS2,59,59,4.47,4.44,2.63,802,32605,0.463830904
0.26,Very Good,H,VVS1,62.5,58,4.08,4.11,2.56,468,34286,0.531340803
0.34,Ideal,G,VVS1,62.5,53,4.49,4.47,2.8,956,36785,0.241963701
1.73,Premium,I,VS1,61.8,58,7.75,7.68,4.76,13250,24849,0.151275137
1.03,Premium,I,VS1,60.4,59,6.57,6.51,3.95,5104,11858,0.54034076
0.3,Very Good,G,VVS2,62.9,58,4.26,4.29,2.69,638,24698,0.38453369
1.2,Premium,G,VVS2,59.7,60,7,6.91,4.15,9475,21333,0.3013235
0.32,Very Good,D,SI1,58.9,60,4.47,4.49,2.64,589,9384,0.872717972
0.24,Ideal,E,VVS2,61.3,57,4,4.02,2.46,526,45963,0.592073304
0.24,Very Good,E,VVS1,63.5,57,3.94,3.96,2.51,492,39938,0.345920229
1.01,Good,F,SI1,63.6,58,6.31,6.37,4.03,4899,10941,0.706617402
1.79,Ideal,I,VS1,61.3,57,7.86,7.81,4.8,13908,25270,0.025307089
1.22,Ideal,F,VVS1,62,54,6.88,6.9,4.27,13539,25007,0.968338997
1.03,Ideal,G,SI2,62.1,57,6.44,6.42,3.99,4470,8792,0.759770737
2.03,Very Good,I,SI2,62.8,60,7.99,8.05,5.04,13063,24725,0.355805969
1.01,Very Good,G,VS2,62.5,57,6.37,6.4,3.99,5679,13959,0.191719225
0.7,Good,I,VS2,63.6,58,5.57,5.59,3.55,2010,48708,0.086575388
0.58,Ideal,F,VS1,62.1,56,5.32,5.38,3.32,1983,48511,0.145484195
0.72,Very Good,I,SI2,63.4,56,5.67,5.72,3.61,1907,47840,0.580940697
0.91,Very Good,E,VS2,58.4,63,6.31,6.32,3.69,4823,10592,0.161292201
1.01,Good,D,VS1,61.1,56,6.36,6.43,3.91,6612,16552,0.264587928
1.04,Ideal,D,VS2,61.9,55,6.5,6.52,4.03,7220,17889,0.643635174
1.5,Very Good,G,VS2,61.2,61,7.29,7.34,4.48,12196,24022,0.465455523
